City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
123,Grand-Santi,GF,2022-07-07 16:06:56,4.25,-54.3833,88.43,50,24,4.56,few clouds
124,Winneba,GH,2022-07-07 16:11:31,5.3511,-0.6231,78.19,82,58,13.22,broken clouds
125,Oistins,BB,2022-07-07 16:11:31,13.0667,-59.5333,87.89,62,40,20.71,scattered clouds
126,Husavik,IS,2022-07-07 16:11:32,66.0449,-17.3389,52.11,87,100,6.15,overcast clouds
127,Coihaique,CL,2022-07-07 16:11:32,-45.5752,-72.0662,35.55,87,100,3.44,light snow
128,Nampula,MZ,2022-07-07 16:11:32,-15.1165,39.2666,70.47,54,95,6.17,overcast clouds
129,Kilrush,IE,2022-07-07 16:11:32,52.6397,-9.4833,65.95,84,72,10.76,broken clouds
130,Saint George,US,2022-07-07 16:09:40,37.1041,-113.5841,87.64,17,0,4.61,clear sky
131,Papenburg,DE,2022-07-07 16:11:33,53.0667,7.4,64.63,80,89,11.99,overcast clouds
132,Radom,PL,2022-07-07 16:11:33,51.4025,21.1471,71.11,39,99,3.24,overcast clouds
133,Roald,NO,2022-07-07 16:11:34,62.5833,6.1333,59.16,82,75,14.97,broken clouds
134,Huittinen,FI,2022-07-07 16:11:34,61.1833,22.7,62.42,46,78,9.26,broken clouds
135,Muchkapskiy,RU,2022-07-07 16:11:34,51.8513,42.4717,76.26,54,24,7.09,few clouds
136,Coueron,FR,2022-07-07 16:11:34,47.2151,-1.7217,78.75,50,75,8.05,broken clouds
137,Djambala,CG,2022-07-07 16:11:35,-2.5447,14.7533,86.4,31,85,5.44,overcast clouds
138,Puerto Quijarro,BO,2022-07-07 16:11:35,-17.7833,-57.7667,92.48,20,2,8.52,clear sky
139,Klaksvik,FO,2022-07-07 16:11:35,62.2266,-6.589,52.72,84,51,26.73,broken clouds
140,Pitimbu,BR,2022-07-07 16:11:36,-7.4706,-34.8086,75.79,84,98,17.56,overcast clouds
141,Dikson,RU,2022-07-07 16:11:36,73.5069,80.5464,36.73,84,100,8.79,light rain
142,Havre-Saint-Pierre,CA,2022-07-07 16:11:36,50.2334,-63.5986,63.75,54,18,11.32,few clouds
143,Tarko-Sale,RU,2022-07-07 16:11:37,64.9225,77.785,67.14,60,75,8.9,broken clouds
144,Fraserburgh,GB,2022-07-07 16:11:37,57.6874,-2.0184,73.44,78,70,7.87,broken clouds
145,Lahti,RU,2022-07-07 16:11:37,59.9911,30.1597,71.15,76,90,7.54,overcast clouds
146,Muli,MV,2022-07-07 16:11:37,2.9167,73.5667,82.94,77,100,4.16,light rain
147,Akhmim,EG,2022-07-07 16:11:38,26.5622,31.745,98.46,11,3,15.86,clear sky
148,Ceres,US,2022-07-07 16:09:13,37.5949,-120.9577,75.79,69,0,9.22,clear sky
149,Pout,SN,2022-07-07 16:11:38,14.7739,-17.0603,86.76,62,20,13.8,few clouds
150,Salalah,OM,2022-07-07 16:11:38,17.0151,54.0924,77.09,100,100,4.61,light intensity drizzle
151,Ponta Do Sol,PT,2022-07-07 16:11:39,32.6667,-17.1,80.01,63,3,3.09,clear sky
152,Boa Esperanca,BR,2022-07-07 16:11:39,-21.09,-45.5658,76.71,35,72,5.59,broken clouds
153,Isiro,CD,2022-07-07 16:09:58,2.7739,27.616,73.17,78,82,1.54,broken clouds
154,Tashtyp,RU,2022-07-07 16:11:39,52.7939,89.8983,55.15,91,74,3.89,broken clouds
155,Tashtagol,RU,2022-07-07 16:11:40,52.7657,87.8894,54.28,96,89,1.41,overcast clouds
156,Castro,BR,2022-07-07 16:11:40,-24.7911,-50.0119,71.31,46,46,9.46,scattered clouds
157,Suez,EG,2022-07-07 16:11:40,29.9737,32.5263,94.19,17,0,4.81,clear sky
158,Sao Filipe,CV,2022-07-07 16:11:40,14.8961,-24.4956,76.23,73,19,11.54,few clouds
159,Hofn,IS,2022-07-07 16:11:41,64.2539,-15.2082,53.04,83,35,18.03,scattered clouds
160,Manpur,IN,2022-07-07 16:11:41,22.4333,75.6167,76.89,87,100,16.33,light rain
161,Margate,GB,2022-07-07 16:10:38,51.3813,1.3862,72.3,61,23,5.01,few clouds
162,Faya,SA,2022-07-07 16:11:41,18.3851,42.4509,75.72,49,98,7.67,overcast clouds
163,Darab,IR,2022-07-07 16:11:42,28.7519,54.5444,93.45,35,99,11.14,light rain
164,Saint Anthony,US,2022-07-07 16:11:42,45.0205,-93.218,84.94,73,40,5.75,scattered clouds
165,Iralaya,HN,2022-07-07 16:11:42,15.0,-83.2333,84.22,70,5,9.75,clear sky
166,Cidreira,BR,2022-07-07 16:11:42,-30.1811,-50.2056,65.88,74,100,5.23,overcast clouds
167,Sur,OM,2022-07-07 16:11:43,22.5667,59.5289,84.38,79,93,7.25,overcast clouds
168,Yanam,IN,2022-07-07 16:11:43,16.7333,82.2167,80.15,83,100,7.09,light rain
169,Marsa Matruh,EG,2022-07-07 16:11:43,31.3525,27.2453,82.69,54,0,14.7,clear sky
170,Santo Amaro Da Imperatriz,BR,2022-07-07 16:11:44,-27.6881,-48.7786,81.64,61,60,4.29,broken clouds
171,Antalaha,MG,2022-07-07 16:11:44,-14.9003,50.2788,69.19,82,15,11.9,light rain
172,Karpathos,GR,2022-07-07 16:11:44,35.507,27.2132,78.76,65,0,28.77,clear sky
173,Challans,FR,2022-07-07 16:11:45,46.8436,-1.8749,81.52,57,0,16.13,clear sky
174,Honningsvag,NO,2022-07-07 16:11:45,70.9821,25.9704,56.95,77,84,3.44,broken clouds
175,Natal,BR,2022-07-07 16:08:19,-5.795,-35.2094,81.25,89,75,6.91,broken clouds
176,Wilmington Island,US,2022-07-07 16:10:45,32.0036,-80.9737,95.09,63,98,5.19,overcast clouds
177,Shupiyan,IN,2022-07-07 16:11:46,33.7167,74.8333,67.84,81,47,5.01,scattered clouds
178,Praia Da Vitoria,PT,2022-07-07 16:11:46,38.7333,-27.0667,72.75,68,92,11.01,overcast clouds
179,Formosa,AR,2022-07-07 16:11:46,-26.1775,-58.1781,76.98,57,75,9.22,broken clouds
180,Songea,TZ,2022-07-07 16:11:46,-10.6833,35.65,61.18,77,92,2.95,overcast clouds
181,Ati,TD,2022-07-07 16:11:47,13.2154,18.3353,99.34,26,29,7.65,scattered clouds
182,Clyde River,CA,2022-07-07 16:11:47,70.4692,-68.5914,42.12,68,100,6.58,overcast clouds
183,Veraval,IN,2022-07-07 16:11:47,20.9,70.3667,81.37,85,100,21.97,overcast clouds
184,Chardara,KZ,2022-07-07 16:11:48,41.2547,67.9692,78.19,28,0,10.07,clear sky
185,Nizwa,OM,2022-07-07 16:11:48,22.9333,57.5333,81.37,75,100,0.94,overcast clouds
186,Mehamn,NO,2022-07-07 16:11:48,71.0357,27.8492,57.15,77,40,11.5,scattered clouds
187,Coquimbo,CL,2022-07-07 16:11:49,-29.9533,-71.3436,60.53,51,0,10.36,clear sky
188,Takoradi,GH,2022-07-07 16:09:16,4.8845,-1.7554,78.4,80,78,10.87,broken clouds
189,Raudeberg,NO,2022-07-07 16:11:49,61.9875,5.1352,52.95,82,77,11.27,broken clouds
190,Apatity,RU,2022-07-07 16:11:49,67.5641,33.4031,62.28,64,86,7.43,light rain
191,Harboore,DK,2022-07-07 16:11:49,56.6175,8.1807,69.19,75,0,22.97,clear sky
192,Zemio,CF,2022-07-07 16:11:50,5.0314,25.1361,77.13,74,88,2.71,overcast clouds
193,Kruisfontein,ZA,2022-07-07 16:11:50,-34.0033,24.7314,54.88,87,98,4.03,overcast clouds
194,Grindavik,IS,2022-07-07 16:11:50,63.8424,-22.4338,50.47,93,100,26.46,overcast clouds
195,Belmonte,BR,2022-07-07 16:11:51,-15.8631,-38.8828,73.99,82,91,1.01,overcast clouds
196,Bengkulu,ID,2022-07-07 16:11:51,-3.8004,102.2655,77.22,90,14,3.38,few clouds
197,Necochea,AR,2022-07-07 16:11:51,-38.5473,-58.7368,50.31,44,3,25.08,light rain
198,Bonavista,CA,2022-07-07 16:11:51,48.6499,-53.1147,56.91,99,100,13.22,light rain
199,Holme,DK,2022-07-07 16:11:52,56.1138,10.1725,70.18,63,35,13.4,scattered clouds
200,Douentza,ML,2022-07-07 16:11:52,14.9951,-2.9517,102.92,23,27,6.91,scattered clouds
201,Bathsheba,BB,2022-07-07 16:11:52,13.2167,-59.5167,88.41,79,40,20.71,scattered clouds
202,Kokkola,FI,2022-07-07 16:11:12,63.8385,23.1307,62.76,69,20,10.36,few clouds
203,Iglesias,IT,2022-07-07 16:11:53,39.3114,8.535,91.78,43,0,14.54,clear sky
204,Alghero,IT,2022-07-07 16:11:53,40.5589,8.3181,78.89,57,0,10.36,clear sky
205,Oranjemund,NA,2022-07-07 16:11:53,-28.55,16.4333,56.59,64,0,7.67,clear sky
206,Sirna,RO,2022-07-07 16:11:54,44.8,25.95,74.75,73,67,2.59,broken clouds
207,Martinez,US,2022-07-07 16:10:08,38.0194,-122.1341,69.06,79,0,11.5,clear sky
208,Bonfim,BR,2022-07-07 16:11:54,3.0833,-59.95,86.05,62,31,8.39,scattered clouds
209,Tereze,RU,2022-07-07 16:11:54,43.9361,42.4434,65.41,82,14,7.94,light rain
210,Les Cayes,HT,2022-07-07 16:11:55,18.2,-73.75,86.83,59,2,13.33,clear sky
211,Asha,RU,2022-07-07 16:11:55,54.9973,57.2722,63.99,84,11,3.53,few clouds
212,Zychlin,PL,2022-07-07 16:11:55,52.244,19.6261,63.25,59,100,8.08,overcast clouds
213,Ponta Delgada,PT,2022-07-07 16:11:55,37.7333,-25.6667,75.51,62,51,8.43,broken clouds
214,Kyabe,TD,2022-07-07 16:11:56,9.4515,18.9449,89.91,51,57,3.42,broken clouds
215,Ndjole,GA,2022-07-07 16:11:56,-0.1783,10.7649,86.94,54,85,3.04,overcast clouds
216,Henties Bay,NA,2022-07-07 16:11:56,-22.116,14.2845,60.15,76,0,11.74,clear sky
217,Nortelandia,BR,2022-07-07 16:11:57,-14.4547,-56.8028,92.53,23,0,8.34,clear sky
218,Leshukonskoye,RU,2022-07-07 16:11:57,64.8989,45.7622,60.51,80,100,4.79,overcast clouds
219,Bennington,US,2022-07-07 16:11:57,42.8781,-73.1968,79.63,50,75,5.75,broken clouds
